id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,clm,numclaims
12050,1.37,0.254038135,SEDAN,4,F,C,4,0,0
12051,1.16,0.234133193,STNWG,4,F,C,2,0,0
12052,3.48,0.102751193,STNWG,1,M,C,5,0,0
12053,1.71,0.970243222,STNWG,2,F,C,5,0,0
12054,1.72,0.265536542,SEDAN,2,F,C,2,0,0
12055,3.19,0.178869012,SEDAN,1,M,C,2,0,0
12056,3.07,0.525331383,STNWG,3,F,C,2,0,0
12057,1.98,0.549530508,SEDAN,2,F,C,3,0,0
12058,1.9,0.450428625,SEDAN,2,F,C,1,0,0
12059,1.09,0.575624128,HBACK,2,F,C,1,0,0
12060,1.35,0.996777152,SEDAN,4,M,C,5,0,0
12061,1.82,0.449468787,HBACK,2,F,C,2,0,0
12062,0.66,0.41222637,SEDAN,4,M,C,4,0,0
12063,0.88,0.141976733,HBACK,3,F,C,3,0,0
12064,1.01,0.477546714,HBACK,2,F,C,4,0,0
12065,0.78,0.182095307,HBACK,3,M,C,4,0,0
12066,3.9,0.154247894,STNWG,2,F,C,3,0,0
12067,1.65,0.08760657,HBACK,1,F,C,4,0,0
12068,1.49,0.462912712,HBACK,2,F,C,3,0,0
12069,1.59,0.531639183,HBACK,1,F,C,5,0,0
12070,2.35,0.241527889,SEDAN,1,M,C,4,0,0
12071,1.7,0.09424134,SEDAN,1,F,C,4,0,0
12072,1.17,0.39845067,HBACK,3,F,C,3,0,0
12073,1.41,0.503465798,HBACK,1,F,C,1,0,0
12074,0.33,0.248773892,SEDAN,4,F,C,2,0,0
12075,1.99,0.999355707,PANVN,3,F,C,4,0,0
12076,2.19,0.372866958,SEDAN,1,F,C,4,0,0
12077,1.23,0.525993942,SEDAN,3,M,C,4,0,0
12078,1.5,0.395745863,SEDAN,2,F,C,1,0,0
12079,1.33,0.557096787,HBACK,2,F,C,1,0,0
12080,2.01,0.902632367,SEDAN,1,F,C,6,0,0
12081,1.7,0.968037895,SEDAN,3,F,C,3,0,0
12082,1.54,0.999357454,UTE,4,M,C,4,0,0
12083,0.72,0.5285379,HBACK,4,F,C,5,0,0
12084,1.22,0.27997477,SEDAN,3,F,C,4,0,0
12085,1.89,0.231799176,SEDAN,2,M,C,5,0,0
12086,2.78,0.096825962,MIBUS,3,F,C,4,0,0
12087,0.63,0.475606928,SEDAN,4,F,C,3,0,0
12088,2.9,0.875339445,SEDAN,3,M,C,4,0,0
12089,1.52,0.210742757,STNWG,4,M,C,2,0,0
12090,1.53,0.529205757,HDTOP,4,M,C,3,0,0
12091,1.04,0.39945132,SEDAN,4,M,C,4,0,0
12092,0.98,0.631606848,SEDAN,3,M,C,3,0,0
12093,2.53,0.39125397,SEDAN,1,F,C,6,0,0
12094,1.24,0.1603103,HBACK,3,F,C,6,0,0
12095,1.94,0.441309182,UTE,1,M,C,4,0,0
12096,1.35,0.411730742,STNWG,4,M,C,2,0,0
12097,1.25,0.242431958,SEDAN,3,F,C,3,0,0
12098,1.16,0.160427246,STNWG,4,F,C,2,0,0
12099,1.48,0.256161911,HBACK,1,F,C,4,0,0
12100,1.22,0.337374641,HBACK,2,F,C,1,0,0
12101,1.13,0.205432845,SEDAN,3,M,C,2,0,0
12102,1.05,0.246083215,STNWG,4,M,C,2,0,0
12103,1.55,0.999340443,TRUCK,4,F,C,2,0,0
12104,0.78,0.390288033,STNWG,4,M,C,3,0,0
12105,1.38,0.062135766,HBACK,2,F,C,1,0,0
12106,2.91,0.240698298,STNWG,1,F,C,3,0,0
12107,1.38,0.651099025,MIBUS,4,F,C,3,0,0
12108,0.76,0.162402424,SEDAN,4,F,C,1,0,0
12109,5.07,0.28822771,STNWG,1,M,C,4,0,0
12110,1.83,0.103491831,SEDAN,1,M,C,3,0,0
12111,1.36,0.472490255,SEDAN,3,F,C,4,0,0
12112,1.05,0.470136178,HBACK,2,F,C,4,0,0
12113,1.15,0.107705573,UTE,4,F,C,3,0,0
12114,0.83,0.192801895,SEDAN,4,F,C,4,0,0
12115,2.33,0.378127537,SEDAN,2,F,C,4,0,0
12116,1.66,0.518837907,SEDAN,2,M,C,2,0,0
12117,1.67,0.820943702,HBACK,1,F,C,2,0,0
12118,1.81,0.237390593,COUPE,3,F,C,1,0,0
12119,1.03,0.874162036,SEDAN,4,F,C,2,0,0
12120,1.26,0.864789287,HBACK,2,F,C,6,0,0
12121,2.79,0.732818835,SEDAN,1,F,C,3,0,0
12122,1.9,0.62729733,SEDAN,2,F,C,4,0,0
12123,2.94,0.475276802,SEDAN,1,F,C,2,0,0
12124,0.79,0.197702066,SEDAN,4,F,C,2,0,0
12125,2.58,0.164909515,STNWG,3,M,C,6,0,0
12126,1.19,0.32756508,HBACK,2,M,C,2,0,0
12127,1.45,0.200208162,HBACK,1,F,C,1,0,0
12128,1.46,0.871264994,STNWG,4,M,C,1,0,0
12129,2.9,0.505720149,SEDAN,1,F,C,5,0,0
12130,2.44,0.123275449,SEDAN,1,M,C,4,0,0
12131,1.65,0.184238292,SEDAN,3,M,C,5,0,0
12132,4.27,0.096633449,STNWG,2,F,C,5,0,0
12133,1.93,0.277931964,SEDAN,2,F,C,3,0,0
12134,1.63,0.214624568,HDTOP,3,F,C,5,0,0
12135,1.54,0.099336649,STNWG,4,M,C,3,0,0
12136,1.33,0.269978131,HBACK,1,F,C,3,0,0
12137,1.27,0.430645082,HBACK,1,M,C,6,0,0
12138,2.1,0.724027416,SEDAN,2,F,C,2,0,0
12139,1.22,0.144783303,SEDAN,3,M,C,2,0,0
12140,3.43,0.249781172,UTE,1,F,C,2,0,0
12141,2.81,0.36288755,UTE,2,M,C,2,0,0
12142,4.64,0.509761707,UTE,1,M,C,4,0,0
12143,2.11,0.098513473,SEDAN,1,M,C,5,0,0
12144,2.36,0.845772453,HBACK,1,M,C,4,0,0
12145,1.09,0.578143414,HBACK,4,F,C,4,0,0
12146,2.12,0.238312256,SEDAN,1,F,C,1,0,0
12147,2.03,0.92707743,SEDAN,2,F,C,3,0,0
12148,0.83,0.872142568,HBACK,3,F,C,2,0,0
12149,0.82,0.623881836,STNWG,4,F,C,3,0,0
12150,1.17,0.592540021,SEDAN,3,M,C,3,0,0
12151,1.37,0.79945005,HBACK,1,F,C,3,0,0
12152,1.38,0.583877763,SEDAN,3,F,C,6,0,0
12153,1.62,0.206779118,HBACK,1,M,C,1,0,0
12154,0.8,0.459060292,HBACK,4,F,C,2,0,0
12155,3.57,0.263224599,STNWG,1,M,C,4,0,0
12156,1.43,0.14606609,STNWG,4,F,C,4,0,0
12157,1.3,0.25645077,COUPE,4,F,C,5,0,0
12158,0.66,0.581056877,SEDAN,4,M,C,2,0,0
12159,0.92,0.447791196,HBACK,3,F,C,4,0,0
12160,1.2,0.420755252,HBACK,4,M,C,5,0,0
12161,3.65,0.60508439,UTE,1,M,C,5,0,0
12162,1.76,0.332756968,SEDAN,1,F,C,2,0,0
12163,1.24,0.272700905,HBACK,2,M,C,3,0,0
12164,0.4,0.605285134,HBACK,4,F,C,4,0,0
12165,1.19,0.909606535,HBACK,3,F,C,2,0,0
12166,0.73,0.131500085,HBACK,4,M,C,3,0,0
12167,0.42,0.602824652,UTE,4,M,C,4,0,0
12168,1.55,0.901297023,HBACK,3,F,C,3,0,0
12169,2.37,0.290560323,HBACK,2,F,C,3,0,0
12170,1.38,0.61051891,STNWG,4,F,C,4,0,0
12171,3.05,0.608771349,STNWG,3,F,C,3,0,0
12172,1.58,0.127512494,HDTOP,3,F,C,4,0,0
12173,1.74,0.288761874,HDTOP,3,F,C,3,0,0
12174,0.92,0.247288226,SEDAN,3,F,C,6,0,0
12175,1.98,0.816728063,STNWG,3,M,C,3,0,0
12176,1.79,0.828642223,HBACK,2,M,C,5,0,0
12177,2.13,0.90051942,STNWG,3,M,C,6,0,0
12178,2.34,0.487244233,STNWG,2,F,C,4,0,0
12179,1.27,0.371646872,SEDAN,3,M,C,2,0,0
12180,0.35,0.574992263,SEDAN,4,M,C,2,0,0
12181,2.52,0.187149338,UTE,3,M,C,2,0,0
12182,1.9,0.628825473,HBACK,3,F,C,4,0,0
12183,0.78,0.802043854,SEDAN,4,M,C,1,0,0
12184,1.53,0.247994305,HBACK,1,F,C,4,0,0
12185,0.85,0.775402823,HBACK,4,F,C,2,0,0
12186,3.45,0.514267767,STNWG,1,F,C,3,0,0
12187,3.1,0.790752216,SEDAN,1,F,C,5,0,0
12188,0.92,0.201222447,HBACK,3,M,C,1,0,0
12189,1.29,0.899115702,SEDAN,3,M,C,4,0,0
12190,1.17,0.51278878,UTE,3,M,C,1,0,0
12191,2.04,0.193275289,UTE,1,M,C,3,0,0
12192,2.07,0.088673427,TRUCK,1,M,C,1,0,0
12193,1.64,0.560345794,UTE,3,F,C,4,0,0
12194,3.06,0.63309541,STNWG,2,F,C,2,0,0
12195,0.88,0.907137936,HBACK,3,M,C,3,0,0
12196,0.79,0.52341411,SEDAN,4,F,C,3,0,0
12197,1.76,0.636780233,SEDAN,2,F,C,1,0,0
12198,2.95,0.100562095,UTE,1,F,C,5,0,0
12199,0.4,0.856807646,SEDAN,4,F,C,3,0,0
12200,1.94,0.575666447,HBACK,2,F,C,5,0,0
12201,1.86,0.778507864,HBACK,2,M,C,2,0,0
12202,1.44,0.129967487,SEDAN,2,F,C,4,0,0
12203,1.05,0.412667537,STNWG,3,F,C,4,0,0
12204,2.12,0.075913053,SEDAN,1,F,C,1,0,0
12205,3.88,0.194093755,STNWG,3,M,C,1,0,0
12206,1.51,0.860567755,SEDAN,3,F,C,2,0,0
12207,1.33,0.250905627,SEDAN,3,F,C,2,0,0
12208,1.4,0.854155052,SEDAN,3,M,C,5,0,0
12209,1.34,0.220399458,HBACK,3,F,C,1,0,0
12210,1.84,0.303483189,SEDAN,2,F,C,2,0,0
12211,2.12,0.625974872,STNWG,3,F,C,4,0,0
12212,1.05,0.540428954,HBACK,2,F,C,3,0,0
12213,0.94,0.493961606,UTE,4,M,C,5,0,0
12214,1.34,0.122631665,HDTOP,4,F,C,3,0,0
12215,1.59,0.85951442,SEDAN,3,F,C,2,0,0
12216,2.01,0.748536574,HBACK,2,F,C,3,0,0
12217,1.65,0.856473596,SEDAN,2,F,C,2,0,0
12218,1.62,0.856508096,SEDAN,2,F,C,5,0,0
12219,1.56,0.206060005,UTE,4,M,C,2,0,0
12220,0.76,0.421044427,STNWG,4,F,C,6,0,0
12221,0.94,0.495976406,SEDAN,3,F,C,5,0,0
12222,1.63,0.919940027,SEDAN,3,M,C,3,0,0
12223,2.77,0.357943634,STNWG,3,M,C,4,0,0
12224,1.26,0.383062068,STNWG,3,F,C,3,0,0
12225,1.42,0.24840485,HBACK,1,F,C,6,0,0
12226,0.43,0.853364013,COUPE,4,F,C,3,0,0
12227,0.91,0.21250138,SEDAN,3,F,C,1,0,0
12228,3.36,0.952967387,TRUCK,2,M,C,2,0,0
12229,1.49,0.21912756,STNWG,4,M,C,2,0,0
12230,1.41,0.16133324,SEDAN,3,F,C,1,0,0
12231,2.53,0.543121738,SEDAN,1,F,C,4,0,0
12232,2.89,0.143577272,STNWG,1,F,C,3,0,0
12233,0.79,0.853748418,HBACK,3,M,C,6,0,0
12234,2.02,0.853272419,SEDAN,3,F,C,3,0,0
12235,1.24,0.192832921,STNWG,4,M,C,4,0,0
12236,1.95,0.845160062,HBACK,1,F,C,3,0,0
12237,1.24,0.888651401,HBACK,2,F,C,2,0,0
12238,1.47,0.257461664,HBACK,1,F,C,4,0,0
12239,1.61,0.414450089,HBACK,3,M,C,3,0,0
12240,1.7,0.640067961,HBACK,2,F,C,3,0,0
12241,0.84,0.548871814,HBACK,3,F,C,6,0,0
12242,0.48,0.083553368,SEDAN,4,M,C,2,0,0
12243,1.19,0.286457284,STNWG,4,F,C,2,0,0
12244,3.68,0.08103904,SEDAN,1,M,C,4,0,0
12245,2.37,0.859817806,SEDAN,4,F,C,3,0,0
12246,0.99,0.543937892,SEDAN,4,M,C,3,0,0
12247,0.98,0.784259824,SEDAN,3,F,C,4,0,0
12248,1.13,0.852415067,SEDAN,4,M,C,6,0,0
12249,3.09,0.84842257,STNWG,3,M,C,6,0,0
12250,0.42,0.849345368,SEDAN,4,F,C,6,0,0
12251,0.49,0.777347989,HBACK,4,F,C,2,0,0
12252,1.49,0.177509593,HBACK,2,F,C,4,0,0
12253,0.91,0.639603874,HBACK,3,F,C,2,0,0
12254,1.16,0.362207217,HBACK,2,M,C,3,0,0
12255,3.49,0.097698703,SEDAN,1,F,C,5,0,0
12256,1.62,0.198047294,SEDAN,1,M,C,3,0,0
12257,2.7,0.387778292,UTE,2,M,C,3,0,0
12258,2.35,0.1002909,SEDAN,2,M,C,4,0,0
12259,1.47,0.162016226,STNWG,4,M,C,5,0,0
12260,3.76,0.523463042,STNWG,2,F,C,1,0,0
12261,1.86,0.722319917,HBACK,2,F,C,4,0,0
12262,0.72,0.54134863,UTE,4,M,C,5,0,0
12263,2.72,0.177151458,SEDAN,1,M,C,5,0,0
12264,0.93,0.884550397,SEDAN,3,M,C,6,0,0
12265,1.71,0.928716644,SEDAN,2,M,C,4,0,0
12266,1.86,0.178741069,STNWG,4,F,C,2,0,0
12267,1.07,0.874584295,HBACK,4,F,C,3,0,0
12268,1.9,0.883939961,SEDAN,2,F,C,3,0,0
12269,1.26,0.487542984,UTE,4,F,C,1,0,0
12270,2.01,0.190788664,STNWG,4,F,C,1,0,0
12271,1.41,0.631703947,UTE,3,M,C,2,0,0
12272,1.99,0.46799643,SEDAN,1,M,C,5,0,0
12273,0.4,0.843853849,HBACK,4,F,C,1,0,0
12274,0.42,0.570757435,HBACK,4,F,C,3,0,0
12275,0.95,0.356222142,SEDAN,3,F,C,4,0,0
12276,2.85,0.578229475,STNWG,1,F,C,2,0,0
12277,5.02,0.547377597,STNWG,1,M,C,4,0,0
12278,1.82,0.518824863,STNWG,3,F,C,4,0,0
12279,0.78,0.64502746,SEDAN,4,F,C,5,0,0
12280,2.67,0.524360838,TRUCK,3,F,C,3,0,0
12281,1.2,0.211762436,SEDAN,3,F,C,2,0,0
12282,1.65,0.387150792,HDTOP,4,M,C,2,0,0
12283,0.76,0.063669891,SEDAN,4,M,C,4,0,0
12284,1.96,0.883731035,SEDAN,3,F,C,6,0,0
12285,1.93,0.646578151,HBACK,2,F,C,2,0,0
12286,2.31,0.268420739,STNWG,2,M,C,3,0,0
12287,1.2,0.492595821,STNWG,4,F,C,3,0,0
12288,2.34,0.783811891,SEDAN,2,M,C,3,0,0
12289,1.02,0.883362114,UTE,3,F,C,5,0,0
12290,2.65,0.496751116,TRUCK,3,M,C,1,0,0
12291,2.02,0.166921296,SEDAN,1,M,C,5,0,0
12292,0.23,0.906687237,HBACK,4,M,C,2,0,0
12293,0.39,0.566862092,SEDAN,4,M,C,6,0,0
12294,1.59,0.152743765,STNWG,3,F,C,5,0,0
12295,0.37,0.20141688,HBACK,4,F,C,2,0,0
12296,1.64,0.136748849,SEDAN,4,M,C,2,0,0
12297,2.2,0.391377396,SEDAN,1,M,C,6,0,0
12298,2.48,0.591938939,UTE,2,M,C,2,0,0
12299,0.58,0.867374995,HBACK,4,F,C,4,0,0
12300,1.32,0.148740796,STNWG,4,M,C,6,0,0
12301,1.71,0.259569998,SEDAN,2,F,C,2,0,0
12302,0.4,0.914941783,STNWG,4,F,C,3,0,0
12303,2.26,0.126881889,STNWG,3,M,C,5,0,0
12304,6.27,0.450069695,COUPE,2,F,C,3,0,0
12305,0.75,0.128517746,SEDAN,4,M,C,6,0,0
12306,5.29,0.457714464,COUPE,2,F,C,5,0,0
12307,1.18,0.307658578,SEDAN,3,F,C,4,0,0
12308,1.42,0.772320477,HBACK,1,F,C,4,0,0
12309,1,0.60423023,TRUCK,4,M,C,2,0,0
12310,1.53,0.101659978,HDTOP,4,F,C,2,0,0
12311,1.5,0.092859566,HBACK,2,F,C,2,0,0
12312,4.1,0.311282303,STNWG,3,F,C,6,0,0
12313,1.62,0.135357259,MIBUS,4,M,C,2,0,0
12314,0.79,0.174648752,HBACK,3,F,C,2,0,0
12315,0.31,0.390908419,SEDAN,4,F,C,3,0,0
12316,2.74,0.806002055,STNWG,3,M,C,1,0,0
12317,3.83,0.83512611,UTE,1,F,C,5,0,0
12318,0.41,0.34185474,STNWG,4,F,C,2,0,0
12319,1.5,0.204946719,PANVN,3,M,C,1,0,0
12320,1.32,0.207697997,HBACK,1,F,C,2,0,0
12321,2.02,0.116657913,SEDAN,2,F,C,4,0,0
12322,1.08,0.072281641,UTE,4,M,C,2,0,0
12323,1.48,0.178520973,HBACK,1,M,C,2,0,0
12324,1.44,0.885547084,SEDAN,3,M,C,2,0,0
12325,1.52,0.491584775,HBACK,1,M,C,4,0,0
12326,2,0.05790123,STNWG,4,M,C,2,0,0
12327,0.67,0.580191569,SEDAN,4,F,C,4,0,0
12328,1.48,0.518138564,HBACK,1,M,C,4,0,0
12329,1.6,0.805640716,HBACK,1,F,C,2,0,0
12330,1.41,0.84723573,SEDAN,3,M,C,2,0,0
12331,0.71,0.898261945,STNWG,4,M,C,3,0,0
12332,0.46,0.200617346,SEDAN,4,F,C,4,0,0
12333,0.44,0.176800978,HBACK,4,M,C,6,0,0
12334,3.31,0.266229318,UTE,1,F,C,5,0,0
12335,1.8,0.258307522,SEDAN,2,F,C,4,0,0
12336,0.95,0.31128668,SEDAN,4,M,C,4,0,0
12337,1.83,0.404881469,STNWG,4,M,C,2,0,0
12338,5,0.457258579,TRUCK,1,M,C,2,0,0
12339,0.37,0.580150012,HBACK,4,F,C,2,0,0
12340,0.91,0.452389008,SEDAN,4,F,C,3,0,0
12341,1.72,0.783694597,HBACK,1,F,C,1,0,0
12342,0.71,0.204593731,SEDAN,4,F,C,4,0,0
12343,0.52,0.609782588,HBACK,4,F,C,6,0,0
12344,1.87,0.843375711,SEDAN,2,F,C,3,0,0
12345,1.46,0.408512118,SEDAN,3,M,C,6,0,0
12346,2.29,0.842985591,HBACK,2,F,C,3,0,0
12347,0.86,0.163386248,HBACK,4,F,C,1,0,0
12348,2.73,0.541569668,SEDAN,1,F,C,3,0,0
12349,1.82,0.905061832,STNWG,3,F,C,4,0,0
12350,1.45,0.36789509,SEDAN,3,F,C,5,0,0
12351,2.48,0.601094801,UTE,3,M,C,4,0,0
12352,1.95,0.835349198,SEDAN,1,F,C,3,0,0
12353,1.69,0.452048385,HDTOP,4,M,C,5,0,0
12354,1.59,0.600949658,SEDAN,2,F,C,4,0,0
12355,3.29,0.78499755,UTE,1,M,C,3,0,0
12356,1.57,0.786692153,TRUCK,2,M,C,1,0,0
12357,2.06,0.843630094,SEDAN,2,F,C,5,0,0
12358,2.47,0.113241882,SEDAN,1,F,C,1,0,0
12359,1.52,0.227701595,HBACK,1,M,C,4,0,0
12360,1.76,0.633218223,UTE,2,M,C,3,0,0
12361,1.38,0.128762425,HBACK,3,M,C,5,0,0
12362,0.99,0.83584359,SEDAN,4,M,C,3,0,0
12363,2.4,0.513382904,HBACK,2,M,C,4,0,0
12364,0.83,0.123582419,SEDAN,3,M,C,5,0,0
12365,1.38,0.136250572,SEDAN,3,M,C,6,0,0
12366,0.75,0.137266138,UTE,4,M,C,4,0,0
12367,1.28,0.167866198,COUPE,3,F,C,4,0,0
12368,1.74,0.119491722,SEDAN,3,F,C,4,0,0
12369,1.64,0.419164242,HDTOP,4,M,C,6,0,0
12370,0.78,0.788706066,SEDAN,4,F,C,4,0,0
12371,1.86,0.486972178,HBACK,2,M,C,3,0,0
12372,3.96,0.232439506,STNWG,2,F,C,3,0,0
12373,3.23,0.202364569,STNWG,2,F,C,3,0,0
12374,0.91,0.497938401,HBACK,3,M,C,6,0,0
12375,0.56,0.809004457,SEDAN,4,M,C,3,0,0
12376,1.29,0.238689878,HBACK,1,F,C,3,0,0
12377,0.53,0.418607246,STNWG,4,F,C,2,0,0
12378,5.85,0.21599494,STNWG,2,M,C,5,0,0
12379,0.33,0.222144759,HBACK,4,F,C,2,0,0
12380,0.83,0.807050361,STNWG,4,F,C,2,0,0
12381,1.64,0.853331803,HBACK,2,M,C,3,0,0
12382,0.57,0.414784222,HBACK,4,F,C,3,0,0
12383,0.43,0.408475428,HBACK,4,M,C,4,0,0
12384,0.42,0.179703706,HBACK,4,F,C,2,0,0
12385,1.43,0.214062621,COUPE,4,M,C,2,0,0
12386,1.06,0.423112686,SEDAN,3,F,C,5,0,0
12387,2.69,0.271075539,STNWG,3,M,C,4,0,0
12388,1.33,0.604648794,HBACK,2,F,C,3,0,0
12389,2.16,0.787056207,HBACK,3,M,C,2,0,0
12390,3.26,0.240264582,UTE,2,M,C,4,0,0
12391,2.34,0.54795163,SEDAN,1,F,C,1,0,0
12392,2.98,0.462024085,STNWG,1,M,C,5,0,0
12393,1.6,0.149293324,SEDAN,1,M,C,6,0,0
12394,1.52,0.834222886,HBACK,2,F,C,1,0,0
12395,0.71,0.158272923,UTE,4,F,C,5,0,0
12396,2.48,0.164003263,SEDAN,1,F,C,5,0,0
12397,0.89,0.243492983,HBACK,3,F,C,4,0,0
12398,0.33,0.141353668,SEDAN,4,M,C,5,0,0
12399,3.82,0.822777914,STNWG,1,M,C,2,0,0
12400,1.89,0.512004786,SEDAN,1,M,C,1,0,0
12401,1.22,0.140910066,SEDAN,3,M,C,3,0,0
12402,2.59,0.853423626,TRUCK,3,M,C,2,0,0
12403,0.88,0.53133436,HBACK,3,M,C,1,0,0
12404,0.85,0.273106594,HBACK,3,F,C,1,0,0
12405,4.77,0.221421452,STNWG,1,F,C,4,0,0
12406,1.43,0.550514672,HBACK,1,M,C,4,0,0
12407,1.73,0.203143726,HBACK,2,F,C,2,0,0
12408,3.76,0.886243254,STNWG,2,F,C,3,0,0
12409,1.53,0.284324456,HBACK,2,F,C,5,0,0
12410,1.96,0.999340718,SEDAN,1,F,C,5,0,0
12411,0.66,0.252070682,HBACK,3,F,C,4,0,0
12412,0.38,0.616614593,HBACK,4,F,C,5,0,0
12413,2.57,0.203603206,SEDAN,1,F,C,4,0,0
12414,2.38,0.244379429,SEDAN,2,F,C,1,0,0
12415,1.65,0.607408754,SEDAN,2,M,C,4,0,0
12416,1.01,0.61330376,SEDAN,4,F,C,4,0,0
12417,1.79,0.618638639,HBACK,3,F,C,5,0,0
12418,0.78,0.616457612,SEDAN,4,M,C,2,0,0
12419,1.54,0.436634202,SEDAN,3,M,C,5,0,0
12420,0.84,0.255736931,STNWG,4,M,C,4,0,0
12421,4.07,0.527229359,STNWG,2,F,C,3,0,0
12422,3.49,0.647193954,STNWG,2,M,C,2,0,0
12423,1.31,0.140244596,SEDAN,3,M,C,6,0,0
12424,2.01,0.626071553,SEDAN,1,F,C,1,0,0
12425,1.4,0.28725099,COUPE,4,M,C,3,0,0
12426,1.74,0.855783274,PANVN,3,M,C,4,0,0
12427,0.92,0.530965225,HBACK,3,M,C,3,0,0
12428,2.14,0.438427565,SEDAN,3,M,C,2,0,0
12429,1.61,0.994139297,SEDAN,2,M,C,3,0,0
12430,3.6,0.745529515,SEDAN,3,F,C,5,0,0
12431,0.54,0.116346859,SEDAN,4,F,C,4,0,0
12432,2.95,0.596471407,STNWG,3,M,C,4,0,0
12433,1.68,0.749474125,STNWG,3,F,C,1,0,0
12434,2.78,0.491352021,STNWG,2,F,C,6,0,0
12435,0.83,0.151103729,UTE,4,M,C,2,0,0
12436,1.03,0.51245937,HBACK,2,F,C,5,0,0
12437,1.92,0.912075741,HBACK,2,F,C,3,0,0
12438,2.54,0.827315777,SEDAN,1,F,C,2,0,0
12439,1.18,0.52466927,STNWG,4,M,C,3,0,0
12440,1.41,0.255473379,HBACK,2,M,C,2,0,0
12441,0.76,0.510685914,SEDAN,4,F,C,4,0,0
12442,2.33,0.620063326,SEDAN,1,F,C,4,0,0
12443,1.32,0.289559322,HBACK,2,F,C,4,0,0
12444,1.65,0.493929611,SEDAN,2,F,C,1,0,0
12445,4.72,0.646129738,STNWG,1,F,C,5,0,0
12446,0.77,0.484925922,HBACK,4,F,C,3,0,0
12447,1.79,0.890792368,SEDAN,2,M,C,5,0,0
12448,0.91,0.099077746,HBACK,3,F,C,3,0,0
12449,2.54,0.573558103,SEDAN,4,F,C,3,0,0
12450,3.65,0.154819725,STNWG,2,M,C,3,0,0
12451,0.95,0.824642693,SEDAN,3,F,C,4,0,0
12452,1.62,0.521860638,HBACK,2,M,C,4,0,0
12453,1.95,0.125498784,SEDAN,2,F,C,4,0,0
12454,1.42,0.823385992,HBACK,2,F,C,2,0,0
12455,1.13,0.337785447,HBACK,4,F,C,4,0,0
12456,1.04,0.843738683,SEDAN,3,M,C,3,0,0
12457,0.33,0.322631305,HBACK,4,F,C,6,0,0
12458,0.61,0.166467822,STNWG,4,F,C,3,0,0
12459,2.42,0.829104213,UTE,3,M,C,2,0,0
12460,2.16,0.816548598,HBACK,2,M,C,1,0,0
12461,0.4,0.897826673,SEDAN,4,F,C,5,0,0
12462,1.17,0.875845793,TRUCK,4,M,C,5,0,0
12463,1.51,0.490897299,HBACK,1,F,C,2,0,0
12464,1.78,0.672915751,SEDAN,2,F,C,3,0,0
12465,1.38,0.878240685,HBACK,2,F,C,4,0,0
12466,0.57,0.896581347,HBACK,4,F,C,3,0,0
12467,1.37,0.899167512,SEDAN,3,F,C,4,0,0
12468,1.26,0.156442847,STNWG,4,M,C,1,0,0
12469,1.34,0.854650949,HBACK,1,F,C,4,0,0
12470,2.8,0.874370975,STNWG,2,M,C,3,0,0
12471,1.24,0.889709883,HBACK,2,F,C,3,0,0
12472,0.37,0.429254759,SEDAN,4,M,C,5,0,0
12473,0.76,0.737764018,MIBUS,4,M,C,4,0,0
12474,3.45,0.43429046,STNWG,2,M,C,5,0,0
12475,0.97,0.377156858,PANVN,3,M,C,2,0,0
12476,2.05,0.893458331,STNWG,3,M,C,4,0,0
12477,1.94,0.177674743,SEDAN,2,F,C,5,0,0
12478,0.88,0.999343216,PANVN,4,M,C,3,0,0
12479,1.2,0.840433189,HBACK,2,F,C,4,0,0
12480,2.41,0.667220383,SEDAN,1,M,C,3,0,0
12481,1.86,0.421084943,SEDAN,2,M,C,3,0,0
12482,1.53,0.876676038,STNWG,3,F,C,3,0,0
12483,2.38,0.520191313,PANVN,2,M,C,1,0,0
12484,1.88,0.888317224,HBACK,2,F,C,2,0,0
12485,0.53,0.876635713,HBACK,4,F,C,3,0,0
12486,1.75,0.339479888,SEDAN,2,M,C,3,0,0
12487,1.64,0.876666342,SEDAN,2,F,C,4,0,0
12488,0.65,0.875519821,COUPE,4,F,C,3,0,0
12489,1.28,0.224817991,HBACK,1,F,C,3,0,0
12490,0.98,0.434873431,HBACK,3,F,C,6,0,0
12491,2.96,0.428612952,STNWG,3,F,C,4,0,0
12492,1.74,0.854534478,SEDAN,2,M,C,2,0,0
12493,5,0.073891086,SEDAN,3,F,C,3,0,0
12494,1.24,0.800574954,HBACK,3,F,C,5,0,0
12495,2.56,0.902339643,SEDAN,1,M,C,4,0,0
12496,1.54,0.798045386,HBACK,3,F,C,4,0,0
12497,2.08,0.632310508,SEDAN,2,F,C,2,0,0
12498,1.38,0.433829016,SEDAN,3,F,C,6,0,0
12499,3.78,0.244610309,UTE,1,M,C,2,0,0
12500,1.56,0.067442099,HBACK,3,F,C,3,0,0
12501,1.23,0.72126475,SEDAN,3,F,C,2,0,0
12502,4.08,0.073139807,STNWG,2,F,C,3,0,0
12503,1.27,0.229144449,HBACK,1,M,C,4,0,0
12504,2.26,0.213987101,SEDAN,1,M,C,6,0,0
12505,2.4,0.219847507,SEDAN,1,M,C,1,0,0
12506,2.53,0.235184815,STNWG,3,F,C,4,0,0
12507,1.58,0.470143438,SEDAN,3,F,C,2,0,0
12508,1.98,0.525625636,HBACK,2,M,C,5,0,0
12509,2.02,0.403784262,SEDAN,2,F,C,3,0,0
